Name,Price,Year,Style,Made In,Kilometer,Province,District,Gearbox,Fuel,Description
Mercedes-Benz GLC 200 4Matic 2019,988 triệu,2019,SUV,Trong nước,70.000 km,Hà Nội,Bắc Từ Liêm,Số tự động,Máy xăng,"Mercedes GLC200 sx 2019. Xe chạy chuẩn 7v km. Cam kết không đâm va, ngập nước. Máy, hộp số nguyên bản."
Mazda CX-5 2.0 Luxury 2021,728 triệu,2021,SUV,Trong nước,72.000 km,Hà Nội,Cầu Giấy,Số tự động,Máy xăng,"Vừa về: Mazda cx5 luxury sản xuất 2021. Xe 1 chủ từ mới sơn zin 99% rất mới. Xe đã chạy 7,2v km, full lịch sử hãng. Bank 70%. 0929568686 (zalo). Giá bán 728 triệu."
Kia Carnival 2.2D Signature 2022,1 tỉ 315 triệu,2022,MPV,Trong nước,33.000 km,Hà Nội,Cầu Giấy,Số tự động,Máy dầu,Kia Carnival Signature 2.2 7s 2022. Màu đen biển Hà Nội. Xe bản 7 ghế máy dầu cao cấp. Lăn bánh chuẩn 33.000km zin. Xe full lịch sử hãng... 4 lốp theo xe dày bịch... Sơ cua chưa hạ. Hỗ trợ bank 60-70% giá trị xe. Liên hệ: 0929568686 Mr: Hồng Đại ☎☎. Giá bán 1ty315 triệu.
Chevrolet Spark 2009,68 triệu,2009,Hatchback,Trong nước,139.000 km,Hải Phòng,An Dương,Số sàn,Máy xăng,"Chevrolet Spark sx 2009 động cơ 0.8 tên tư nhân sử dụng rin ko lỗi. Máy số ngon, côn số ngọt, gầm bệ chắc chắn. Nội thất ngoại thất sạch đẹp nguyên bản theo xe. Màn hình_cam lùi, loa đài, điều hòa mát lạnh. Đăng kiểm dài mướt, lazang đúc lốp dép đẹp cả xe. Giá: 68 triệu. Odo: 139.000km."
Toyota Innova 2.0E 2013,275 triệu,2013,MPV,Trong nước,105.000 km,Hải Phòng,An Dương,Số sàn,Máy xăng,"* Toyota Inova E 2013 2.0MT. - Máy gầm chất, keo chỉ zin. - Không khoan đục. - Màn hình Androi Cam Lùi, - Cảm biến va chạm, ABS, Túi khí an toàn. - Đăng kiểm dài miên man. - 3 vùng điều hoà mát lạnh. - Sơn xi bóng đẹp, nội thất tươi. - Gầm bệ chắc nịch. Giá: 275 triệu. Odo: 105.000km."
Ford EcoSport Titanium 1.5L AT 2016,345 triệu,2016,SUV,Trong nước,79.000 km,Hải Phòng,An Dương,Số tự động,Máy xăng,"Ford ecosport sx 2016 AT động cơ 1.5. Xe đẹp ko lỗi / keo chỉ máy số zin nguyên bản. Xe gia đình sử dụng. Ko txdv. Đặc biệt mẫu xe gầm cao trang bị 5 chỗ ngồi rộng rãi với cung đường dễ di chuyển. Trang bị abs túi khí an toàn khóa tự động đề nổ... Xem xe tại Hải Phòng, ship xe toàn quốc. Giá hạt rẻ 345 triệu. Odo: 79.000km. 0383008088."
Mitsubishi Attrage 1.2L MT 2016,219 triệu,2016,Sedan,Nhập khẩu,75.000 km,Hải Phòng,An Dương,Số sàn,Máy xăng,"Mitsubishi ATTRAGE sx 2016 đk 2017 MT 1.2 bản đủ nhập Thái. Xe gia đình sử dụng. Một chủ từ mới, không taxi dịch vụ. Xe trang bị đầy đủ Options: - Lazang đúc nguyên bản theo xe, xin nhan tích hợp. - Túi khí, phanh Abs, màn hình giải trí. - Nội thất ghế da trần nỉ nguyên bản điều hoà rét run. ️Cam kết. - Máy số nguyên Zin. - Xe không đâm đụng, không ngập nước xăng ăn như ngửi chỉ 4 lit/100 km. Nhô 219tr tý ty. Odo: 75.000km."
Mitsubishi Xpander 1.5 AT 2023,565 triệu,2023,MPV,Nhập khẩu,7.600 km,Tp.HCM,Quận 7,Số tự động,Máy xăng,"Xpander AT ECO 2023 - SIÊU LƯỚT 7,500km - Xe Đẹp Như Xe Mới. XEM XE LÁI THỬ NGAY - KO CẦN ĐẶT CỌC. ⃣Biển số TỈNH 48A (sang tên về TP không mất 20tr phí biển số). ⃣Odo: 7,500 km chuẩn (bao test hãng). ⃣Động cơ: 1.5 lít (Tiêu hao 6 - 7l/100km). ⃣Hộp số: Tự Động. ⃣Phân khúc: MPV 7 chỗ. Nhập khẩu nguyên chiếc Indonesia. ⃣Hỗ trợ đầy đủ dịch vụ Đăng Kí - Đăng Kiểm - Sang Tên toàn Quốc. Tình trạng xe: Xe tên tư nhân 1 chủ mua mới. Biển trắng không kinh doanh dịch vụ. Bảo dưỡng bảo trì định kì đầy đủ. Full lịch sử hãng. Động cơ - hộp số - keo chỉ - gầm bệ mới tinh, Nguyên zin 100%. Ngoại thất màu NÂU, Nước Sơn Zin cực kì mới và liền lạc. Nội thất GHẾ NỈ - Trần nỉ zin sạch đẹp. Còn thơm mùi xe mới. 4 Lốp zin theo xe, Sơ cua chưa hạ, phụ kiện theo xe còn đầy đủ. Option nổi bật của xe. Màn hình giải trí kết nối không dây - Camera lùi. Đã sẵn Film cách nhiệt - Lót sàn. Chìa khoá thông minh - Nội thất ghế nỉ. Gương điện Auto - Điều hoà chỉnh cơ. Đăng kiểm dài còn đến 07/2026. Cam kết của Chợ Tốt Xe Official Mall: Pháp Lý Đảm Bảo, Không đâm đụng, Không ngập nước, Không cháy nổ. Hỗ trợ cho vay trả góp lên đến 70%. Đội ngũ nhân viên chuyên nghiệp nhiệt tình và chu đáo. Cam kết chất lượng theo tiêu chuẩn 207 điểm kiểm định của Chợ Tốt Xe. Lái thử xe ngay, không cần đặt cọc. Bao kiểm tra tại các xưởng và hãng trên toàn quốc."
Hyundai Grand i10 Hatchback 1.2 AT 2021,348 triệu,2021,Hatchback,Trong nước,53.000 km,Hà Nội,Cầu Giấy,Số tự động,Máy xăng,"Hyundai i10 Hatchback 1.2 AT 2021 1 chủ từ đầu xe cực mới ạ. Xe không lỗi đã lên nhiều đồ chơi. Lốp 4 quả dày bịch, hỗ trợ bank 70%. Mời các bác ạ."
MG 5 1.5L Luxury 2023,468 triệu,2023,Sedan,Trong nước,10.000 km,Hà Nội,Thanh Xuân,Số tự động,Máy xăng,"MG 5 luxury sx 2023 đky 2023 siêu lướt. Odo tròn 1v km chuẩn. Xe thơm mùi mới, mọi thứ zin 100%. Miễn bàn chất lượng. Giá chào 468 triệu."
Toyota Camry 2.0G 2022,925 triệu,2022,Sedan,Trong nước,60.000 km,Hà Nội,Cầu Giấy,Số tự động,Máy xăng,"Camry 2.0 sx 2022 độ 100tr đồ chơi. Cốp điện, cửa hít, cản trước, cam 360, màn hình android, trầm gậm ghế... Bks 83A 18105 (biển trên đăng kiểm 83A 16047). Giá 925tr. Cam kết xe không đâm đụng, không ngập nước, máy móc nguyên bản. Có hỗ trợ thủ tục trả góp ngân hàng. Có bao test check hãng. Lh: 0929568686 (Zalo)."
Ford EcoSport Ambiente 1.5L AT 2018,385 triệu,2018,Crossover,Trong nước,70.000 km,Tp.HCM,Quận 7,Số tự động,Máy xăng,"Ford Ecosport 1.5AT 2018 xe gia đình chuẩn đẹp. Màu xanh/nội thất nâu. Sản xuất: 2018. ODO: 7v km - zin căng đét. Tình trạng xe: Xe đi gia đình gầm cao máy thoáng, giá rẻ, ngoại thất và nội thất rất mới 95% đã trang bị nhìu phụ kiện. Trang bị: Đèn LED, gương gập điện tự động, camera - cảm biến lùi, nội thất da màu nâu sang trọng, khởi động nút bấm, điều hoà tự động, lẫy chuyển số trên vô lăng thể thao, màn hình kết nối điện thoại thông minh, bản đồ dẫn đường,... Phụ kiện thêm gồm có: Dán phim cách nhiệt, Camera hành trình,..... #Kingdom_Auto cam kết chất lượng xe bằng văn bản không đâm đụng, không thuỷ kích, không tua kilomet. Hotline - Inbox Zalo. Giá tham khảo: 3xx VND. : 0901.3333.11 (Phương Như)."
Land Rover Range Rover Evoque 2.0P HSE Dynamic 2014,789 triệu,2014,SUV,Nhập khẩu,46.000 km,Lâm Đồng,Đà Lạt,Số tự động,Máy xăng,"“nữ hoàng” trong dòng SUV-Compact hạng sang #RangeRover_Evoque model 2015. Màu xe: Trắng - nội thất đỏ. Sản xuất: 2014. ODO: 4v6 mls - full lịch sử hãng. Evoque Dynamic sở hữu khối động cơ Petrol Si4 2.0L Turbocharged cùng hộp số tự động 9 cấp cho công suất tối đa 240 mã lực, tốc độ tối đa 217km/h. - Với phiên bản Dynamic, xe sở hữu hệ thống dẫn động 4 bánh toàn thời gian (AWD). Hệ thống kiểm soát địa hình nổi tiếng Terrain Response độc quyền của Land Rover. - Hệ thống giải trí với màn hình 8inch, hệ thống âm thanh 17 loa cao cấp của Meridian 825W, nóc kính dạng Panoramic, ghế ngồi thể thao chỉnh điện,... #Kingdom_Auto cam kết chất lượng xe bằng văn bản không đâm đụng, không thuỷ kích, không tua kilomet. Hotline - Inbox Zalo. Giá tham khảo: 7xx VND. : 0901333311 (Phương Như). - ----------------------------------. SALON KINGDOM AUTO. 53 đường 85, Phường Tân Quy, Quận 7, Tp. Hồ Chí Minh. (gần lotter Mart Q. 7). ‍ Website: Https://kingdomauto.com.vn. #Kingdom_Auto_Give_Your_Dream_Car. #Rangerover_Evoque_Dynamic. #Sanxuat_2014. #Xeluot #Rangerover #oto #muabanxe #chuyenxesang #xedaquasudung #xecu."
Mercedes-Benz C200 Exclusive 2020,1 tỉ 159 triệu,2020,Sedan,Trong nước,24.000 km,Tp.HCM,Quận 7,Số tự động,Máy xăng,"Mercedes C200 Exclusive model 2021 Siêu siêu lướt - đẹp xuất sắc. Màu xe: Trắng - nội thất đen. Sản xuất: 2020. ODO: 2v6 mls - full lịch sử hãng... Tình trạng xe: Xe đi gia đình siêu lướt, một chủ từ đầu, ngoại thất và nội thất rất mới đến 98%. Trang bị Động cơ 2.0L công suất 187 mã lực đi cùng hộp số 9 cấp với 5 chế độ lái đa dụng mượt mà. Đèn pha Mutibeam cao cấp, hệ thống loa Burmeter, đèn led nội thất 64 màu, vô lăng mới cảm ứng, ghế chỉnh định kèm nhớ ghế 3 vị trí, cốp điện,.... #Kingdom_Auto cam kết chất lượng xe bằng văn bản không đâm đụng, không thuỷ kích, không tua kilomet. Tặng gói chăm sóc xe và phủ Ceramic cao cấp. Tặng buổi giao xe trang trọng và hoành tráng. Ngân hàng hỗ trợ 70% _90%. Giá tham khảo: 1.1xx VND. Hotline - Inbox Zalo. : 0901333311 (Phương Như). - ----------------------------------. KINGDOM AUTO. ‍ Website: Https://kingdomauto.com.vn. 53 đường số 85, Tân Quy, Quận 7, Tphcm. #Kingdom_Auto_Give_Your_Dearm_Car. #Mercedes_C200_Exclusive_Model_2021. #Sanxuat_2021. #Xeluot #Mercedes #oto #muabanxe #chuyenxesang #xedaquasudung #xecu."
Ford EcoSport Ambiente 1.5L AT 2018,385 triệu,2018,Crossover,Trong nước,70.000 km,Lâm Đồng,Đà Lạt,Số tự động,Máy xăng,"Ford Ecosport 1.5AT 2018 xe gia đình chuẩn đẹp. Màu xanh/nội thất nâu. Sản xuất: 2018. ODO: 7v km - zin căng đét. Tình trạng xe: Xe đi gia đình gầm cao máy thoáng, giá rẻ, ngoại thất và nội thất rất mới 95% đã trang bị nhìu phụ kiện. Trang bị: Đèn LED, gương gập điện tự động, camera - cảm biến lùi, nội thất da màu nâu sang trọng, khởi động nút bấm, điều hoà tự động, lẫy chuyển số trên vô lăng thể thao, màn hình kết nối điện thoại thông minh, bản đồ dẫn đường,... Phụ kiện thêm gồm có: Dán phim cách nhiệt, Camera hành trình,..... #Kingdom_Auto cam kết chất lượng xe bằng văn bản không đâm đụng, không thuỷ kích, không tua kilomet. Hotline - Inbox Zalo. Giá tham khảo: 3xx VND. : 0901.3333.11 (Phương Như)."
Mercedes-Benz C200 2.0 AT 2018,859 triệu,2018,Sedan,Trong nước,49.000 km,Bình Dương,Dầu Tiếng,Số tự động,Máy xăng,"Mercedes C200 bản có loa Burmester model 2019 màu trắng nội thất đen siêu sang rất đẹp. Sản xuất: 2018. Màu trắng / nội thất đen. Trang bị Động cơ 2.0 công suất 187 mã lực kèm hộp số 9 cấp với 5 chế độ lái mượt mà, tích hợp Đèn Full Led thông minh, loa Burmester cao cấp, Giao diện Tiếng Việt, Apple Carplay, ghế điện, màn hình Adriod cảm ứng, cửa gió tubin lead,..... #Kingdom_Auto cam kết chất lượng xe bằng văn bản không đâm đụng, không thuỷ kích, không tua kilomet. Tặng gói chăm sóc xe và phủ Ceramic cao cấp. Tặng buổi giao xe trang trọng và hoành tráng. Ngân hàng hỗ trợ 70% _90%. Giá tham khảo: 8xx VND. Hotline - Inbox Zalo. : - ----------------------------------. KINGDOM AUTO. ‍ Website: Https://kingdomauto.com.vn. 53 đường số 85, Tân Quy, Quận 7, Tphcm. #Kingdom_Auto_Give_Your_Dream_Car. #Mercedes_200_Model_2019. #Sản_Xuất_2018. #Xeluot #Mercedes #oto #muabanxe #chuyenxesang #xedaquasudung #xecu."
Mazda 3 Sedan 1.5L Deluxe 2022,525 triệu,2022,Sedan,Trong nước,10.000 km,Hà Nội,Thanh Xuân,Số tự động,Máy xăng,"THẾ DƯƠNG AUTO vừa về: Mazda 3 1.5 Deluxe 2022. Tên tư nhân 1 chủ mua mới. Odo 10.000km zin full lịch sử hãng. Lốp theo xe cả dàn dày bịch, lốp sơ cua mới cứng. Xe còn khét mùi da mới. Nilong trong xe chưa bóc hết. Mọi chi tiết còn rất mới. Vô lăng củ số còn gai sần, taplo taply đẹp căng, củ máy sáng quoắc. Keo chỉ zin cả xe Xe được trang bị tính năng: • Hệ thống đèn LED • Màn hình apple carplay • Camera lùi, cam hành trình • Cảm biến trước + sau • Gương chống chói (Trong + Ngoài) • Phanh tay điện tử • Ga tự động Cruise Control • Hệ thống chống trơn trượt • Chìa khoá thông minh SmartKey • Đề nổ Start/Stop • Đèn pha tự đông • Gạt mưa tự động ......... Cam kết bằng văn bản: - Xe không đâm đụng - Xe không ngập nước - Máy móc nguyên bản Hỗ trợ trả góp ngân hàng tới 70% giá trị xe Hỗ trợ thủ tục sang tên nhanh chóng tiện lợi Liên hệ trực tiếp để biết thêm chi tiết Xem xe tại: THẾ DƯƠNG AUTO 231 Nguyễn Xiển, Thanh Xuân, HN"
Kia Seltos 1.4T Premium 2021,625 triệu,2021,Crossover,Trong nước,45.000 km,Hà Nội,Thanh Xuân,Số tự động,Máy xăng,"THẾ DƯƠNG AUTO vừa cập bến: Kia Seltos 1.4 Turbo Premium 2021 logo mới. Sản xuất cuối 2021 đăng ký 2022 form mới. Tên tư nhân biển HN phố. Odo 4v5 km zin, full lịch sử bảo dưỡng hãng. Lốp theo xe cả dàn dày bịch. Nội thất nguyên bản theo xe căng đét. Xe quá mới so với cùng đời. Xe được trang bị nhiều tính năng nổi trội của form mới cao cấp nhất: Ghế chỉnh điện, cửa sổ trời, ga tự động Cruise Control, lọc không khí, cốp điện, cảm biến lốp, điều hòa tự động, cửa gió cho hàng ghế sau; Màn hình AVN 8\\\"", kết nối Apple Carplay/Android Auto; Hệ thống an toàn ABS, EBD, ESP, camera lùi, 3 chế độ kiểm soát lực kéo phù hợp với từng địa hình... Cam kết bằng văn bản: - Xe không đâm đụng. - Xe không ngập nước. - Máy móc nguyên bản. Bao check toàn quốc! Hỗ trợ trả góp ngân hàng tới 75% giá trị xe. Hỗ trợ thủ tục sang tên nhanh chóng tiện lợi. Vui lòng liên hệ trực tiếp để biết thêm chi tiết. Xem xe tại: THẾ DƯƠNG AUTO. 231 Nguyễn Xiển, Thanh Xuân, HN."
