car_name,car_price,year,style,madein,kilometer,province,district,gearbox,fuel,descri
Toyota Raize 2022,489000000,2022,Hatchback,Nhập khẩu,28000,Hà Nội,,Máy xăng,,"Toyota Raize 1.0G sx2022 màu đen. Xe đi rất ít giữ gìn cẩn thận chạy chuẩn 2,8v full lịch sử bảo dưỡng hãng. “Chẳng có gì là tự nhiên rẻ. Đã rẻ thì không có xe đẹp, đã đẹp thì không có rẻ”. CAM KẾT 5 TIÊU CHÍ VÀNG TẠI SHOWROOM. 1. Xe không bị tai nạn. 2. Xe không bị đại tu động cơ và hộp số. 3. Xe không bị thuỷ kích. 4. Xe không bị phạt nguội. 5. Giấy tờ theo xe hợp lệ, đủ điều kiện mua, bán, sang tên. HOÀN TIỀN NẾU SAI 5 TIÊU CHÍ VÀNG. Hỗ trợ Bank lên tới 70%."
Hyundai Grand Starex 2.4 AT 2010,340000000,2010,Van/Minivan,Nhập khẩu,10000,Hà Nội,Đông Anh,Số tự động,Máy dầu,"Bán Huyndai Starex tải van 3 chỗ sx 2010 số tự động, máy dầu, xe đẹp zin nguyên không lỗi, 4 lốp mới, cam lùi màn hình đầy đủ sẵn sử dụng. LH 0928888699 để xem xe."
Kia Sedona 2.2 Luxury 2021,890000000,2021,Van/Minivan,Trong nước,80000,Tp.HCM,Quận 2,Số tự động,Máy dầu,"Bán xe Kia Sedona Luxury 2021 DATH, số tự động, full dầu, màu nâu. Odo chuẩn 80.000 km, bao vào hãng kiểm tra, biển số TP HCM 51H. Xe trang bị full option các tính năng cao cấp. Cam kết 100% không tai nạn, đâm đụng, ngập nước, chuẩn km. Xem xe bao thầy thợ kiểm tra và test hãng toàn quốc. Xe zin nguyên bản không lỗi nhỏ, gầm sáng đẹp. Hỗ trợ vay ngân hàng. Hỗ trợ sang tên. Hỗ trợ giao xe tận nhà. Pháp lý sang tên chuẩn. Bảo hành khi mua. Bên em bán có văn bản cam kết chất lượng xe. Giá: 890 triệu. Tell: 0705.555.500 gặp Đức, quận 2, TP HCM."
Mitsubishi Xpander 1.5 AT 2019,489000000,2019,MPV,Nhập khẩu,70000,Hà Nội,,Máy xăng,,"Mitsubishi XPANDER 1.5AT. Màu trắng sx và đky 2019, Tên tư nhân gia đình sử dụng không dịch vụ tắc xi. Xe chạy cực ít bảo dưỡng bảo hành thường xuyên nên còn rất mới. Xe đã lên rất nhiều đồ: Đèn led, ghế da, màn androi, gương gập điện tự động... “Chẳng có gì là tự nhiên rẻ. Đã rẻ thì không có xe đẹp, đã đẹp thì không có rẻ”. CAM KẾT 5 TIÊU CHÍ VÀNG TẠI SHOWROOM. 1. Xe không bị tai nạn. 2. Xe không bị đại tu động cơ và hộp số. 3. Xe không bị thuỷ kích. 4. Xe không bị phạt nguội. 5. Giấy tờ theo xe hợp lệ, đủ điều kiện mua, bán, sang tên. HOÀN TIỀN NẾU SAI 5 TIÊU CHÍ VÀNG. Hỗ trợ Bank lên tới 70%."
Mazda 3 1.5L Sedan 2018,466000000,2018,Sedan,Trong nước,32000,Tp.HCM,Quận 9,Số tự động,Máy xăng,"Xe cam kết không lỗi, check hãng thoải mái, xe full lịch sử. Xem tại HCM quận 9. Lh 0389 66 7939 (không có giá cho thợ salon)."
Honda City 1.5 TOP CVT 2020,435000000,2020,Sedan,Trong nước,60000,Hà Nội,Hoàng Mai,Số tự động,Máy xăng,"Bán xe Honda City 1.5 TOP sản xuất năm 2020, màu đen, xe đăng ký tên tư nhân, 1 chủ từ mới. Chạy hơn 6 vạn km. Xe được trang bị động cơ xăng với dung tích 1.5 L kết hợp với hộp số CVT (tự động) Là bản Top Xe Full Option: Nội thất da, khóa thông minh Star/Stop, điều hòa tự động, túi khí an toàn quanh xe, vô lăng bọc da, tích hợp điều khiển, sang số thể thao trên vô lăng, kiểm soát hành trình, ga tự động (Cruiconội thấtro), gương kính chỉnh điện, gập điện, tích hợp xi nhan trên gương, phanh ABS, hệ thống giải trí có sẵn màn hình, camera lùi, cảm biến lùi, kết nối ngoại vi,.. Cùng nhiều tiện ích khác. Ô tô 360. Vui lòng liên hệ: 0905608883 để biết thêm chi tiết!"
Mazda 3 1.5L Sedan 2017,423000000,2017,Sedan,Trong nước,71000,Hà Nội,Long Biên,Số tự động,Máy xăng,"TP Auto chào bán: Mazda 3 1.5AT, sản xuất 2017, odo 7v km. Xe chủ tâm huyết đầu tư rất nhiều đồ chơi thể thao (body, pô, màn hình, loa vv..). Khách mua xe được hưởng trọn gần 100tr tiền đồ chơi trên xe. Cam kết xe không đâm đụng, ngập nước, máy số, khung gầm nguyên bản theo xe. Xem xe tại Long Biên, Hà Nội. Hotline: 0779.51.6789."
Kia Cerato 1.6 AT Premium 2018,419000000,2018,Sedan,Trong nước,70000,Tp.HCM,Quận 9,Số tự động,Máy xăng,"Kia Cerato Premium 1. 6AT Model 2019 Sedan phân khúc C được trang bị nhiều tính năng nhất phân khúc. Sản xuất: 2018, xe cá nhân 1 chủ từ đầu sơn zin còn rất nhiều. Odo: 71.000 (bảo dưỡng full ls hãng). Màu xe: Trắng / Nội thất: Kem tuyệt đẹp. Trang bị: Động cơ 1.6L công suất 128 mã lực, Hộp số 6 cấp, 3 chế độ lái, Màn hình DVD cảm ứng với hệ thống dẫn đường đi kèm 6 loa nghe nhạc, Camera lùi và cảm biến xung quanh xe, cửa sổ trời, Ghế da cao cấp với ghế lái chỉnh điện 10 hướng nhớ 2 vị trí, kính trước tự động 1 chạm, Hệ thống đèn pha HID tự động và gạt mưa tự động, vô lăng bọc da 3 chấu tích hợp điều khiển âm thanh + Cruise Conội thấtrol + Lẫy chuyển số, 6 túi khí.., Giá chào bán: 419 triệu (Bank 70%). Cần mua thêm nhiều xe đã qua sử dụng, nhờ ACE kết nối giúp, đảm bảo thông tin bí mật nhanh gọn. Cam kết không đâm đụng, không ngập nước, động cơ và hộp số nguyên bản. Hổ trợ rút hồ sơ và sang tên nhanh chóng. Hỗ trợ giao xe tại nhà, test hãng toàn quốc. Hỗ trợ thu mua xe cũ, trao đổi giá rất tốt, bao quay đầu xe. AUTO ĐÔNG SÀI GÒN. Address: 469 Nguyễn Xiển, P. Long Thạnh Mỹ, Tp Thủ Đức, TP HCM. Hotline 1: 0902 555 226."
Toyota Innova 2.0V 2019,668000000,2019,MPV,Trong nước,82000,Tp.HCM,Thủ Đức,Số tự động,Máy xăng,"TOYOTA INNOVA 2.0V 2019 Cao cấp full options. Xe gia đình, 7 chỗ, gầm cao, tiện nghi. Động cơ xăng 2.0L Hộp số tự động 6 cấp. Xe màu Đồng Nội thất nâu. Sản xuất 2019. Pháp lý công ty, XHĐ. ODO: 8v2 km, Full lịch sử hãng. ️ Trang bị Options: Đèn Led, gương chỉnh điện, ghế lái chỉnh điện, mâm 17inch, 6 loa giải trí, 7 túi khí, Camera lùi, Cảm biến lùi, màn hình giải trí DVD 7inch Bluetooth, 2 chế độ lái (ECO và POWER), Vôlăng 3 chấu bọc da ốp gỗ cao cấp tích hợp nhiều phím chức năng và rất nhiều Options khác.. ️ Trang bị thêm: Film cách nhiệt, thảm lót sàn,.. Cam kết chất lượng, không đâm đụng, không ngập nước, không tua đồng hồ. Giá: 678.000.000 Đ. —AUTO 9X—XE LƯỚT VIỆT NAM. Đ/c: 792 Nguyễn Thị Định, P. Thạnh Mỹ Lợi, Tp Thủ Đức. Https://maps.app.goo.gl/3BiDrC7NUEmqJHes9? Gst=ic. Website: Auto9x. Vn. Lh: 0902333322."
Chevrolet Cruze LT 2011,189000000,2011,Sedan,Nhập khẩu,130000,Hà Nội,Hoàng Mai,Số sàn,Máy xăng,"Bán xe Chevrolet Cruze LT sản xuất năm 2011, nhập khẩu, tên tư nhân, biển Hà Nội, 1 chủ từ mới. Xe được trang bị đầy đủ option: Cửa nóc, lazang đúc, đèn gầm nguyên bản.. Liên hệ: 0905608883."
Lexus RX 350L 2012,990000000,2012,SUV,Nhập khẩu,96000,Tp.HCM,Quận 9,Số tự động,Máy xăng,"Lexus RX350 3. 5V6 AWD Model 2012 Phiên bản cao cấp nhập Mỹ. Sản xuất: 2011. Odo: 96.000. Màu xe: Bạc / Nội thất: Đen. Trang bị: Động cơ 3.5V6 công suất 275 mã lực, Hộp số 6 cấp với hệ dẫn động 4 bánh AWD, Hệ thống âm thanh MarkLevinson Premium 13 loa, Camera cặp lề, HUD kính lái, Ghế da cao cấp với hàng ghế trước chỉnh điện có nhớ vị trí và làm mát + sưởi lưng ghế, hệ thống an toàn hàng đầu với Rada.., Giá bán: 990 triệu. Cần mua thêm nhiều xe đã qua sử dụng, nhờ ACE kết nối giúp, đảm bảo thông tin bí mật nhanh gọn. Cam kết không đâm đụng, không ngập nước, động cơ và hộp số nguyên bản. Hổ trợ rút hồ sơ và sang tên nhanh chóng. Hỗ trợ giao xe tại nhà, test hãng toàn quốc. Hỗ trợ thu mua xe cũ, trao đổi xe nhanh gọn, bao quay đầu xe. AUTO ĐÔNG SÀI GÒN. UY TÍN TẬN TÂM CHUYÊN NGHIỆP. 469 Nguyễn Xiển, P. Long Thạnh Mỹ, Tp Thủ Đức, TP. HCM. Hotline: 0902 555 226. FANGAGE: Https://www.facebook.com/dinhdung.autodongsaigon/. YOUTUBE: Https://www.youtube.com/@dinhdungdongsaigon. TIKTOK: Https://www.tiktok.com/@dinhdungautodongsaigon. BẢNG GIÁ: Https://docs.google.com/spreadsheets/d/1u5xteAKEN5og9xSGDu9JFQtjNfl9lpkEDjHhKVRB6w/edit? Gid=0#gid=0. #lexus #rx350."
Lexus LX 570 2012,2290000000,2012,SUV,Nhập khẩu,80720,Hà Nội,Bắc Từ Liêm,Số tự động,Máy xăng,"Lexus Lx 570, sản xuất 2012, Nhập Mỹ. Ngoại thất vàng cát, nội thất da bò. Tên công ty. Chạy 80000miles. Xe đẹp, chất cân hết mọi địa hình. Cam kết: Không đâm đụng, ngập nước. Giao xe toàn quốc. Chi tiết lh hotline!"
Toyota Wigo 1.2 G AT 2021,310000000,2021,Hatchback,Nhập khẩu,52000,Hà Nội,Hoài Đức,Số tự động,Máy xăng,"Chính chủ bán Toyota Wigo sản xuất 2021 số tự động biển Hà Nội, xe chạy được 5v cam kết thân vỏ máy móc zin ko đâm đụng."
Toyota Corolla Altis 2.0V 2009,295000000,2009,Sedan,Nhập khẩu,90000,Hà Nội,Thanh Xuân,Số tự động,Máy xăng,"Thông tin xe: Hàng mới về Altis 2.0V 2009 tiền ít thịt thơm, đầm chắc tuyệt đối, gảy số vô lăng chạy cực bốc, đã có màn hình, ghế da và bệ tì tay mới, lốp mới dày về sẵn đi. Cam kết xe không đâm va, không ngập nước bổ máy bao check test theo yêu cầu. Hỗ trợ trả góp toàn quốc lên tới 70% thủ tục sang tên nhanh gọn. Salon Tâm Đức. CS1: 262 Nguyễn Xiển, Thanh Xuân, HN. CS2: 10 Khu Tân Mai, Xuân Mai, Chương Mỹ, HN. Mr. Đức: 0973710256. Odo: 90.000km. Giá: 295tr."
Honda Civic 1.5 G 2022,710000000,2022,Sedan,Nhập khẩu,40000,Tp.HCM,Quận 10,Số tự động,Máy xăng,"CIVIC G SENSING 2022 LÊN NHIỀU ĐỒ CHƠI. (XE NHẬP THÁI NGUYÊN CON). //. Năm sx xe: Cuối 2022. ODO: Chỉ 40.000KM (odo zin, không tua km). Động cơ 1.5turbo tăng áp 170 mã cực kỳ mạnh mẽ, siêu tiết kiệm xăng. Xe có trang bị hệ thống AN TOÀN CHỦ ĐỘNG SENSING hiện đại của Honda. Chất xe cực kỳ mới, SƠN ZIN TRÊN 98%. Được bảo dưỡng định kỳ thường xuyên. Lốp dự phòng chưa sử dụng. Xe đã lên thêm 80TR đồ chơi xịn. Đuôi gió thể thao carbon. Bodykit quanh xe. Vô lăng carbon. Lip pô thể thao. Ghế bọc da cao cấp. Ốp nhôm heo thắng Brembo. Phủ gầm chống rỉ sét, cách âm. Dán phim cách nhiệt 3M xịn. Logo RS. G Í A CÔNG KHAI: 720TR (còn bớt nhẹ). 🏛HỖ TRỢ TRẢ GÓP QUA NGÂN HÀNG 70%. ——————————. Liên hệ: 0906637934 (Bá Lộc). XEM XE TẠI: 200 Đường 3 Tháng 2 P12 Q10 TP. HCM. (Hà Đô cenội thấtrosa Q10)."
Honda Civic 1.5 G 2022,685000000,2022,Sedan,Nhập khẩu,18000,Tp.HCM,Quận 10,Số tự động,Máy xăng,"HONDA CIVIC G SENSING 2022 SIÊU MỚI. (Xe Nhập Thái Lan). ——//——. Năm sx xe: Cuối 2022. ODO: Chỉ 18. 000KM (odo zin, không tua km). Động cơ 1.5turbo tăng áp 170 mã cực kỳ mạnh mẽ, siêu tiết kiệm xăng. Xe có trang bị hệ thống AN TOÀN CHỦ ĐỘNG SENSING hiện đại của Honda. Chất xe cực kỳ mới, SƠN ZIN TRÊN 98%. Một chủ mua mới sử dụng từ đầu. Được bảo dưỡng định kỳ thường xuyên. Lốp dự phòng chưa sử dụng. CAM KẾT CHẤT XE. Xe ko đâm đụng, ko tai nạn, ko lỗi. Xe ko bị thuỷ kích, odo chuẩn zin ko tua km. Động cơ, hộp số zin nguyên bản không tháo rã. Hỗ trợ rút hồ sơ gốc để sang tên. G Í A CÔNG KHAI: 720TR (còn bớt cho ae thiện chí nhanh gọn). 🏛HỖ TRỢ TRẢ GÓP QUA NGÂN HÀNG 70%. ——————————. Liên hệ: 0906637934 (Bá Lộc). XEM XE TẠI: 200 Đường 3 Tháng 2 P12 Q10 TP. HCM. (Hà Đô cenội thấtrosa Q10)."
Hyundai Grand i10 2017,198000000,2017,Hatchback,Nhập khẩu,90000,Hải Phòng,,Máy xăng,,"Hyundai Grand i10 nhập khẩu mà lại phom mới thì quá ngon luôn. Nhỏ gọn tiết kiệm nhiên liệu. Xe sản xuất 2017 số sàn 5 chỗ. Hỗ trợ trả góp qua ngân hàng 50%. Keo chỉ zin cả xe, màu trắng nguyên bản. Cam kết không đâm đụng, ngập nước. Động cơ 1.0 chỉ 5 lít/100km. Màn hình Android, camera hành trình, camera lùi đầy đủ. Xe đẹp, sạch sẽ về chỉ đổ xăng sử dụng. Giá yêu chỉ có 198 triệu(Bao rút hồ sơ). Xem xe Hải Phòng."
Mazda 6 2.5L Signature Premium 2022,813000000,2022,Sedan,Trong nước,30000,Hà Nội,Long Biên,Số tự động,Máy xăng,"TP Auto chào bán: Mazda 6 Signature Premium 2.5AT, sản xuất 2022, odo 3v km cực mới. Cam kết xe không đâm đụng, ngập nước, máy số, khung gầm nguyên bản theo xe. Xem xe tại Long Biên, Hà Nội. Hotline: 0779.51.6789."
Mazda CX-5 2.0 Premium 2018,639000000,2018,Crossover,Trong nước,54000,Tp.HCM,Quận 2,Số tự động,Máy xăng,"+ Mazda CX5 2.0L AT. ️+ sản xuất 2018. ️+ odo chuẩn 54.000km. +️ Xe màu Nâu Wrap Xám / nội thất Đen. Giá còn thương lượng ạ. Anh chị quan tâm liên hệ em, em hỗ trợ nhiệt tình 24/24, có nhận trao đổi xe bù trừ thương lượng mức giá hợp lý ạ, có chính sách hậu mãi và quà tặng đi kèm. CAM KẾT XE: KHÔNG đâm đụng. KHÔNG ngập nước. KHÔNG tua km. Động cơ, hộp số nguyên zin. Chân thành cảm ơn quý anh chị đã xem tin!"
